Clothing ID,Record Count,Frequency Ratio
826,31,0.0013199352805926936
1123,30,0.0012773567231542196
1093,30,0.0012773567231542196
1088,30,0.0012773567231542196
520,30,0.0012773567231542196
916,29,0.0012347781657157456
898,28,0.0011921996082772716
1085,28,0.0011921996082772716
1107,27,0.0011496210508387976
1125,26,0.0011070424934003236
855,26,0.0011070424934003236
960,26,0.0011070424934003236
841,25,0.0010644639359618496
1055,25,0.0010644639359618496
1004,25,0.0010644639359618496
1117,25,0.0010644639359618496
1046,24,0.0010218853785233756
1016,24,0.0010218853785233756
966,23,0.0009793068210849016
1115,23,0.0009793068210849016
967,23,0.0009793068210849016
1042,23,0.0009793068210849016
896,23,0.0009793068210849016
1003,22,0.0009367282636464277
938,22,0.0009367282636464277
1150,22,0.0009367282636464277
858,21,0.0008941497062079537
1026,21,0.0008941497062079537
992,21,0.0008941497062079537
817,21,0.0008941497062079537
1011,20,0.0008515711487694797
832,20,0.0008515711487694797
1027,20,0.0008515711487694797
929,20,0.0008515711487694797
1131,19,0.0008089925913310057
1050,19,0.0008089925913310057
375,19,0.0008089925913310057
859,18,0.0007664140338925317
902,18,0.0007664140338925317
1036,18,0.0007664140338925317
918,18,0.0007664140338925317
774,18,0.0007664140338925317
1122,17,0.0007238354764540578
1048,17,0.0007238354764540578
194,17,0.0007238354764540578
1065,16,0.0006812569190155838
1097,16,0.0006812569190155838
944,16,0.0006812569190155838
663,16,0.0006812569190155838
900,15,0.0006386783615771098
460,15,0.0006386783615771098
1109,15,0.0006386783615771098
260,15,0.0006386783615771098
300,15,0.0006386783615771098
674,15,0.0006386783615771098
905,15,0.0006386783615771098
1061,15,0.0006386783615771098
316,15,0.0006386783615771098
1015,14,0.0005960998041386358
988,14,0.0005960998041386358
917,14,0.0005960998041386358
90,14,0.0005960998041386358
1002,13,0.0005535212467001618
634,13,0.0005535212467001618
947,13,0.0005535212467001618
1021,13,0.0005535212467001618
155,13,0.0005535212467001618
251,13,0.0005535212467001618
719,13,0.0005535212467001618
621,13,0.0005535212467001618
382,13,0.0005535212467001618
364,13,0.0005535212467001618
252,12,0.0005109426892616878
943,12,0.0005109426892616878
417,12,0.0005109426892616878
278,12,0.0005109426892616878
935,11,0.00046836413182321383
843,11,0.00046836413182321383
950,11,0.00046836413182321383
1135,11,0.00046836413182321383
1151,11,0.00046836413182321383
622,11,0.00046836413182321383
897,11,0.00046836413182321383
482,11,0.00046836413182321383
229,11,0.00046836413182321383
884,11,0.00046836413182321383
1203,11,0.00046836413182321383
1133,10,0.00042578557438473983
948,10,0.00042578557438473983
1146,10,0.00042578557438473983
573,10,0.00042578557438473983
1147,10,0.00042578557438473983
904,10,0.00042578557438473983
842,10,0.00042578557438473983
641,10,0.00042578557438473983
254,10,0.00042578557438473983
901,10,0.00042578557438473983
332,10,0.00042578557438473983
479,10,0.00042578557438473983
923,9,0.00038320701694626583
154,9,0.00038320701694626583
1145,9,0.00038320701694626583
946,9,0.00038320701694626583
977,9,0.00038320701694626583
994,9,0.00038320701694626583
1134,9,0.00038320701694626583
129,9,0.00038320701694626583
997,9,0.00038320701694626583
1031,9,0.00038320701694626583
932,9,0.00038320701694626583
257,9,0.00038320701694626583
381,9,0.00038320701694626583
1202,9,0.00038320701694626583
926,9,0.00038320701694626583
1039,9,0.00038320701694626583
1062,9,0.00038320701694626583
602,9,0.00038320701694626583
215,9,0.00038320701694626583
611,9,0.00038320701694626583
1112,9,0.00038320701694626583
882,9,0.00038320701694626583
395,9,0.00038320701694626583
193,9,0.00038320701694626583
123,9,0.00038320701694626583
290,9,0.00038320701694626583
837,8,0.0003406284595077919
1013,8,0.0003406284595077919
930,8,0.0003406284595077919
827,8,0.0003406284595077919
890,8,0.0003406284595077919
931,8,0.0003406284595077919
107,8,0.0003406284595077919
1005,8,0.0003406284595077919
1119,8,0.0003406284595077919
715,8,0.0003406284595077919
816,8,0.0003406284595077919
998,8,0.0003406284595077919
172,8,0.0003406284595077919
377,8,0.0003406284595077919
528,8,0.0003406284595077919
240,8,0.0003406284595077919
24,8,0.0003406284595077919
514,8,0.0003406284595077919
166,8,0.0003406284595077919
190,8,0.0003406284595077919
969,7,0.0002980499020693179
481,7,0.0002980499020693179
380,7,0.0002980499020693179
636,7,0.0002980499020693179
1063,7,0.0002980499020693179
954,7,0.0002980499020693179
928,7,0.0002980499020693179
662,7,0.0002980499020693179
956,7,0.0002980499020693179
920,7,0.0002980499020693179
279,7,0.0002980499020693179
961,7,0.0002980499020693179
990,7,0.0002980499020693179
619,7,0.0002980499020693179
1045,7,0.0002980499020693179
167,7,0.0002980499020693179
378,7,0.0002980499020693179
8,7,0.0002980499020693179
350,7,0.0002980499020693179
576,7,0.0002980499020693179
717,7,0.0002980499020693179
357,7,0.0002980499020693179
262,7,0.0002980499020693179
853,6,0.0002554713446308439
845,6,0.0002554713446308439
127,6,0.0002554713446308439
1010,6,0.0002554713446308439
411,6,0.0002554713446308439
225,6,0.0002554713446308439
1102,6,0.0002554713446308439
959,6,0.0002554713446308439
121,6,0.0002554713446308439
144,6,0.0002554713446308439
678,6,0.0002554713446308439
676,6,0.0002554713446308439
294,6,0.0002554713446308439
116,6,0.0002554713446308439
968,6,0.0002554713446308439
472,6,0.0002554713446308439
991,6,0.0002554713446308439
498,6,0.0002554713446308439
667,6,0.0002554713446308439
983,6,0.0002554713446308439
128,6,0.0002554713446308439
394,6,0.0002554713446308439
249,6,0.0002554713446308439
981,6,0.0002554713446308439
391,6,0.0002554713446308439
298,6,0.0002554713446308439
745,5,0.00021289278719236992
1140,5,0.00021289278719236992
777,5,0.00021289278719236992
720,5,0.00021289278719236992
970,5,0.00021289278719236992
132,5,0.00021289278719236992
176,5,0.00021289278719236992
374,5,0.00021289278719236992
506,5,0.00021289278719236992
1006,5,0.00021289278719236992
463,5,0.00021289278719236992
1101,5,0.00021289278719236992
891,5,0.00021289278719236992
170,5,0.00021289278719236992
150,5,0.00021289278719236992
124,5,0.00021289278719236992
635,5,0.00021289278719236992
1118,5,0.00021289278719236992
971,5,0.00021289278719236992
583,5,0.00021289278719236992
131,5,0.00021289278719236992
333,5,0.00021289278719236992
196,5,0.00021289278719236992
509,5,0.00021289278719236992
569,5,0.00021289278719236992
1108,5,0.00021289278719236992
980,5,0.00021289278719236992
1153,5,0.00021289278719236992
343,5,0.00021289278719236992
1129,5,0.00021289278719236992
713,5,0.00021289278719236992
642,5,0.00021289278719236992
577,5,0.00021289278719236992
256,5,0.00021289278719236992
142,5,0.00021289278719236992
821,5,0.00021289278719236992
623,5,0.00021289278719236992
616,5,0.00021289278719236992
504,5,0.00021289278719236992
1106,5,0.00021289278719236992
383,5,0.00021289278719236992
893,5,0.00021289278719236992
242,5,0.00021289278719236992
1193,5,0.00021289278719236992
455,5,0.00021289278719236992
847,4,0.00017031422975389594
910,4,0.00017031422975389594
647,4,0.00017031422975389594
1018,4,0.00017031422975389594
117,4,0.00017031422975389594
1137,4,0.00017031422975389594
979,4,0.00017031422975389594
888,4,0.00017031422975389594
911,4,0.00017031422975389594
146,4,0.00017031422975389594
302,4,0.00017031422975389594
505,4,0.00017031422975389594
422,4,0.00017031422975389594
135,4,0.00017031422975389594
908,4,0.00017031422975389594
1114,4,0.00017031422975389594
963,4,0.00017031422975389594
1142,4,0.00017031422975389594
705,4,0.00017031422975389594
360,4,0.00017031422975389594
295,4,0.00017031422975389594
336,4,0.00017031422975389594
552,4,0.00017031422975389594
255,4,0.00017031422975389594
688,4,0.00017031422975389594
934,4,0.00017031422975389594
183,4,0.00017031422975389594
478,4,0.00017031422975389594
406,4,0.00017031422975389594
177,4,0.00017031422975389594
243,4,0.00017031422975389594
283,4,0.00017031422975389594
61,4,0.00017031422975389594
588,4,0.00017031422975389594
147,4,0.00017031422975389594
592,4,0.00017031422975389594
456,4,0.00017031422975389594
558,4,0.00017031422975389594
501,4,0.00017031422975389594
287,4,0.00017031422975389594
301,4,0.00017031422975389594
733,4,0.00017031422975389594
661,4,0.00017031422975389594
1192,4,0.00017031422975389594
420,4,0.00017031422975389594
757,4,0.00017031422975389594
139,4,0.00017031422975389594
109,4,0.00017031422975389594
579,4,0.00017031422975389594
145,4,0.00017031422975389594
37,4,0.00017031422975389594
226,4,0.00017031422975389594
419,4,0.00017031422975389594
617,4,0.00017031422975389594
607,4,0.00017031422975389594
440,4,0.00017031422975389594
1034,4,0.00017031422975389594
453,4,0.00017031422975389594
1141,4,0.00017031422975389594
706,4,0.00017031422975389594
228,4,0.00017031422975389594
408,4,0.00017031422975389594
451,4,0.00017031422975389594
335,4,0.00017031422975389594
1167,4,0.00017031422975389594
368,3,0.00012773567231542194
442,3,0.00012773567231542194
1197,3,0.00012773567231542194
807,3,0.00012773567231542194
248,3,0.00012773567231542194
851,3,0.00012773567231542194
652,3,0.00012773567231542194
547,3,0.00012773567231542194
782,3,0.00012773567231542194
327,3,0.00012773567231542194
363,3,0.00012773567231542194
562,3,0.00012773567231542194
404,3,0.00012773567231542194
462,3,0.00012773567231542194
35,3,0.00012773567231542194
392,3,0.00012773567231542194
976,3,0.00012773567231542194
1000,3,0.00012773567231542194
292,3,0.00012773567231542194
739,3,0.00012773567231542194
511,3,0.00012773567231542194
645,3,0.00012773567231542194
874,3,0.00012773567231542194
439,3,0.00012773567231542194
396,3,0.00012773567231542194
435,3,0.00012773567231542194
134,3,0.00012773567231542194
205,3,0.00012773567231542194
510,3,0.00012773567231542194
407,3,0.00012773567231542194
1189,3,0.00012773567231542194
38,3,0.00012773567231542194
133,3,0.00012773567231542194
1148,3,0.00012773567231542194
741,3,0.00012773567231542194
376,3,0.00012773567231542194
626,3,0.00012773567231542194
148,3,0.00012773567231542194
574,3,0.00012773567231542194
157,3,0.00012773567231542194
315,3,0.00012773567231542194
437,3,0.00012773567231542194
119,3,0.00012773567231542194
693,3,0.00012773567231542194
1138,3,0.00012773567231542194
370,3,0.00012773567231542194
253,3,0.00012773567231542194
492,3,0.00012773567231542194
281,3,0.00012773567231542194
180,3,0.00012773567231542194
606,3,0.00012773567231542194
761,3,0.00012773567231542194
848,3,0.00012773567231542194
480,3,0.00012773567231542194
40,3,0.00012773567231542194
644,3,0.00012773567231542194
187,3,0.00012773567231542194
390,3,0.00012773567231542194
152,3,0.00012773567231542194
1181,3,0.00012773567231542194
331,3,0.00012773567231542194
919,3,0.00012773567231542194
293,3,0.00012773567231542194
595,3,0.00012773567231542194
1132,3,0.00012773567231542194
604,3,0.00012773567231542194
586,3,0.00012773567231542194
42,3,0.00012773567231542194
326,3,0.00012773567231542194
1149,3,0.00012773567231542194
542,3,0.00012773567231542194
1190,3,0.00012773567231542194
780,3,0.00012773567231542194
535,3,0.00012773567231542194
237,3,0.00012773567231542194
307,3,0.00012773567231542194
46,3,0.00012773567231542194
508,3,0.00012773567231542194
614,3,0.00012773567231542194
666,3,0.00012773567231542194
314,3,0.00012773567231542194
529,3,0.00012773567231542194
539,3,0.00012773567231542194
567,3,0.00012773567231542194
296,3,0.00012773567231542194
291,3,0.00012773567231542194
1,3,0.00012773567231542194
136,3,0.00012773567231542194
749,3,0.00012773567231542194
630,3,0.00012773567231542194
767,2,8.515711487694797e-05
1120,2,8.515711487694797e-05
697,2,8.515711487694797e-05
684,2,8.515711487694797e-05
670,2,8.515711487694797e-05
149,2,8.515711487694797e-05
620,2,8.515711487694797e-05
1165,2,8.515711487694797e-05
245,2,8.515711487694797e-05
805,2,8.515711487694797e-05
1154,2,8.515711487694797e-05
59,2,8.515711487694797e-05
235,2,8.515711487694797e-05
1204,2,8.515711487694797e-05
424,2,8.515711487694797e-05
1201,2,8.515711487694797e-05
115,2,8.515711487694797e-05
914,2,8.515711487694797e-05
164,2,8.515711487694797e-05
418,2,8.515711487694797e-05
1173,2,8.515711487694797e-05
341,2,8.515711487694797e-05
753,2,8.515711487694797e-05
598,2,8.515711487694797e-05
649,2,8.515711487694797e-05
52,2,8.515711487694797e-05
1128,2,8.515711487694797e-05
486,2,8.515711487694797e-05
1090,2,8.515711487694797e-05
543,2,8.515711487694797e-05
433,2,8.515711487694797e-05
1195,2,8.515711487694797e-05
232,2,8.515711487694797e-05
1064,2,8.515711487694797e-05
889,2,8.515711487694797e-05
624,2,8.515711487694797e-05
495,2,8.515711487694797e-05
801,2,8.515711487694797e-05
1187,2,8.515711487694797e-05
1014,2,8.515711487694797e-05
306,2,8.515711487694797e-05
334,2,8.515711487694797e-05
978,2,8.515711487694797e-05
1058,2,8.515711487694797e-05
1139,2,8.515711487694797e-05
609,2,8.515711487694797e-05
494,2,8.515711487694797e-05
593,2,8.515711487694797e-05
385,2,8.515711487694797e-05
1144,2,8.515711487694797e-05
973,2,8.515711487694797e-05
1184,2,8.515711487694797e-05
122,2,8.515711487694797e-05
191,2,8.515711487694797e-05
68,2,8.515711487694797e-05
1041,2,8.515711487694797e-05
800,2,8.515711487694797e-05
1177,2,8.515711487694797e-05
502,2,8.515711487694797e-05
549,2,8.515711487694797e-05
189,2,8.515711487694797e-05
516,2,8.515711487694797e-05
365,2,8.515711487694797e-05
397,2,8.515711487694797e-05
1174,2,8.515711487694797e-05
1019,2,8.515711487694797e-05
846,2,8.515711487694797e-05
951,2,8.515711487694797e-05
760,2,8.515711487694797e-05
265,2,8.515711487694797e-05
318,2,8.515711487694797e-05
885,2,8.515711487694797e-05
162,2,8.515711487694797e-05
794,2,8.515711487694797e-05
1171,2,8.515711487694797e-05
632,2,8.515711487694797e-05
1067,2,8.515711487694797e-05
125,2,8.515711487694797e-05
664,2,8.515711487694797e-05
403,2,8.515711487694797e-05
731,2,8.515711487694797e-05
572,2,8.515711487694797e-05
518,2,8.515711487694797e-05
695,2,8.515711487694797e-05
473,2,8.515711487694797e-05
804,2,8.515711487694797e-05
563,2,8.515711487694797e-05
112,2,8.515711487694797e-05
1012,2,8.515711487694797e-05
267,2,8.515711487694797e-05
605,2,8.515711487694797e-05
752,2,8.515711487694797e-05
1057,2,8.515711487694797e-05
555,2,8.515711487694797e-05
625,2,8.515711487694797e-05
444,2,8.515711487694797e-05
736,2,8.515711487694797e-05
710,2,8.515711487694797e-05
803,2,8.515711487694797e-05
811,2,8.515711487694797e-05
1124,2,8.515711487694797e-05
806,2,8.515711487694797e-05
93,2,8.515711487694797e-05
534,2,8.515711487694797e-05
402,2,8.515711487694797e-05
1073,2,8.515711487694797e-05
677,2,8.515711487694797e-05
441,2,8.515711487694797e-05
82,2,8.515711487694797e-05
220,2,8.515711487694797e-05
362,2,8.515711487694797e-05
737,2,8.515711487694797e-05
513,2,8.515711487694797e-05
763,2,8.515711487694797e-05
268,2,8.515711487694797e-05
584,2,8.515711487694797e-05
729,2,8.515711487694797e-05
571,2,8.515711487694797e-05
447,2,8.515711487694797e-05
223,2,8.515711487694797e-05
1205,2,8.515711487694797e-05
446,2,8.515711487694797e-05
524,2,8.515711487694797e-05
551,2,8.515711487694797e-05
696,2,8.515711487694797e-05
389,2,8.515711487694797e-05
320,2,8.515711487694797e-05
450,2,8.515711487694797e-05
66,2,8.515711487694797e-05
650,2,8.515711487694797e-05
1007,2,8.515711487694797e-05
361,2,8.515711487694797e-05
231,2,8.515711487694797e-05
892,2,8.515711487694797e-05
809,2,8.515711487694797e-05
184,2,8.515711487694797e-05
163,2,8.515711487694797e-05
755,2,8.515711487694797e-05
550,2,8.515711487694797e-05
156,2,8.515711487694797e-05
188,2,8.515711487694797e-05
202,2,8.515711487694797e-05
452,2,8.515711487694797e-05
39,2,8.515711487694797e-05
1071,2,8.515711487694797e-05
770,2,8.515711487694797e-05
1198,2,8.515711487694797e-05
533,2,8.515711487694797e-05
490,2,8.515711487694797e-05
742,2,8.515711487694797e-05
250,2,8.515711487694797e-05
241,2,8.515711487694797e-05
165,2,8.515711487694797e-05
536,2,8.515711487694797e-05
1180,2,8.515711487694797e-05
322,2,8.515711487694797e-05
461,2,8.515711487694797e-05
489,2,8.515711487694797e-05
198,2,8.515711487694797e-05
416,2,8.515711487694797e-05
168,2,8.515711487694797e-05
726,2,8.515711487694797e-05
656,2,8.515711487694797e-05
537,2,8.515711487694797e-05
213,2,8.515711487694797e-05
532,2,8.515711487694797e-05
289,2,8.515711487694797e-05
531,2,8.515711487694797e-05
15,2,8.515711487694797e-05
239,2,8.515711487694797e-05
802,2,8.515711487694797e-05
200,2,8.515711487694797e-05
915,2,8.515711487694797e-05
582,2,8.515711487694797e-05
530,2,8.515711487694797e-05
1185,2,8.515711487694797e-05
768,2,8.515711487694797e-05
259,2,8.515711487694797e-05
1159,2,8.515711487694797e-05
643,2,8.515711487694797e-05
687,2,8.515711487694797e-05
709,2,8.515711487694797e-05
400,2,8.515711487694797e-05
631,2,8.515711487694797e-05
227,2,8.515711487694797e-05
640,2,8.515711487694797e-05
721,2,8.515711487694797e-05
4,1,4.2578557438473986e-05
89,1,4.2578557438473986e-05
1196,1,4.2578557438473986e-05
126,1,4.2578557438473986e-05
523,1,4.2578557438473986e-05
329,1,4.2578557438473986e-05
596,1,4.2578557438473986e-05
305,1,4.2578557438473986e-05
1182,1,4.2578557438473986e-05
565,1,4.2578557438473986e-05
580,1,4.2578557438473986e-05
746,1,4.2578557438473986e-05
234,1,4.2578557438473986e-05
724,1,4.2578557438473986e-05
204,1,4.2578557438473986e-05
1105,1,4.2578557438473986e-05
548,1,4.2578557438473986e-05
594,1,4.2578557438473986e-05
2,1,4.2578557438473986e-05
299,1,4.2578557438473986e-05
754,1,4.2578557438473986e-05
1164,1,4.2578557438473986e-05
80,1,4.2578557438473986e-05
158,1,4.2578557438473986e-05
1172,1,4.2578557438473986e-05
738,1,4.2578557438473986e-05
987,1,4.2578557438473986e-05
691,1,4.2578557438473986e-05
197,1,4.2578557438473986e-05
708,1,4.2578557438473986e-05
230,1,4.2578557438473986e-05
744,1,4.2578557438473986e-05
775,1,4.2578557438473986e-05
1175,1,4.2578557438473986e-05
485,1,4.2578557438473986e-05
603,1,4.2578557438473986e-05
434,1,4.2578557438473986e-05
178,1,4.2578557438473986e-05
398,1,4.2578557438473986e-05
431,1,4.2578557438473986e-05
769,1,4.2578557438473986e-05
34,1,4.2578557438473986e-05
371,1,4.2578557438473986e-05
206,1,4.2578557438473986e-05
793,1,4.2578557438473986e-05
321,1,4.2578557438473986e-05
63,1,4.2578557438473986e-05
160,1,4.2578557438473986e-05
517,1,4.2578557438473986e-05
798,1,4.2578557438473986e-05
96,1,4.2578557438473986e-05
14,1,4.2578557438473986e-05
18,1,4.2578557438473986e-05
659,1,4.2578557438473986e-05
21,1,4.2578557438473986e-05
732,1,4.2578557438473986e-05
972,1,4.2578557438473986e-05
491,1,4.2578557438473986e-05
521,1,4.2578557438473986e-05
788,1,4.2578557438473986e-05
20,1,4.2578557438473986e-05
212,1,4.2578557438473986e-05
429,1,4.2578557438473986e-05
288,1,4.2578557438473986e-05
781,1,4.2578557438473986e-05
153,1,4.2578557438473986e-05
285,1,4.2578557438473986e-05
412,1,4.2578557438473986e-05
546,1,4.2578557438473986e-05
1043,1,4.2578557438473986e-05
787,1,4.2578557438473986e-05
512,1,4.2578557438473986e-05
458,1,4.2578557438473986e-05
683,1,4.2578557438473986e-05
1156,1,4.2578557438473986e-05
468,1,4.2578557438473986e-05
955,1,4.2578557438473986e-05
797,1,4.2578557438473986e-05
813,1,4.2578557438473986e-05
308,1,4.2578557438473986e-05
464,1,4.2578557438473986e-05
613,1,4.2578557438473986e-05
792,1,4.2578557438473986e-05
716,1,4.2578557438473986e-05
448,1,4.2578557438473986e-05
270,1,4.2578557438473986e-05
319,1,4.2578557438473986e-05
648,1,4.2578557438473986e-05
1029,1,4.2578557438473986e-05
56,1,4.2578557438473986e-05
173,1,4.2578557438473986e-05
413,1,4.2578557438473986e-05
203,1,4.2578557438473986e-05
689,1,4.2578557438473986e-05
50,1,4.2578557438473986e-05
570,1,4.2578557438473986e-05
54,1,4.2578557438473986e-05
273,1,4.2578557438473986e-05
538,1,4.2578557438473986e-05
675,1,4.2578557438473986e-05
373,1,4.2578557438473986e-05
238,1,4.2578557438473986e-05
783,1,4.2578557438473986e-05
751,1,4.2578557438473986e-05
585,1,4.2578557438473986e-05
272,1,4.2578557438473986e-05
330,1,4.2578557438473986e-05
730,1,4.2578557438473986e-05
410,1,4.2578557438473986e-05
207,1,4.2578557438473986e-05
211,1,4.2578557438473986e-05
690,1,4.2578557438473986e-05
796,1,4.2578557438473986e-05
702,1,4.2578557438473986e-05
201,1,4.2578557438473986e-05
525,1,4.2578557438473986e-05
5,1,4.2578557438473986e-05
138,1,4.2578557438473986e-05
77,1,4.2578557438473986e-05
246,1,4.2578557438473986e-05
216,1,4.2578557438473986e-05
179,1,4.2578557438473986e-05
1160,1,4.2578557438473986e-05
384,1,4.2578557438473986e-05
313,1,4.2578557438473986e-05
352,1,4.2578557438473986e-05
615,1,4.2578557438473986e-05
13,1,4.2578557438473986e-05
324,1,4.2578557438473986e-05
1199,1,4.2578557438473986e-05
379,1,4.2578557438473986e-05
366,1,4.2578557438473986e-05
114,1,4.2578557438473986e-05
340,1,4.2578557438473986e-05
1023,1,4.2578557438473986e-05
1130,1,4.2578557438473986e-05
409,1,4.2578557438473986e-05
118,1,4.2578557438473986e-05
151,1,4.2578557438473986e-05
766,1,4.2578557438473986e-05
894,1,4.2578557438473986e-05
338,1,4.2578557438473986e-05
30,1,4.2578557438473986e-05
105,1,4.2578557438473986e-05
747,1,4.2578557438473986e-05
639,1,4.2578557438473986e-05
465,1,4.2578557438473986e-05
1166,1,4.2578557438473986e-05
475,1,4.2578557438473986e-05
405,1,4.2578557438473986e-05
346,1,4.2578557438473986e-05
88,1,4.2578557438473986e-05
137,1,4.2578557438473986e-05
612,1,4.2578557438473986e-05
47,1,4.2578557438473986e-05
323,1,4.2578557438473986e-05
71,1,4.2578557438473986e-05
790,1,4.2578557438473986e-05
427,1,4.2578557438473986e-05
627,1,4.2578557438473986e-05
70,1,4.2578557438473986e-05
17,1,4.2578557438473986e-05
113,1,4.2578557438473986e-05
1152,1,4.2578557438473986e-05
651,1,4.2578557438473986e-05
312,1,4.2578557438473986e-05
247,1,4.2578557438473986e-05
496,1,4.2578557438473986e-05
554,1,4.2578557438473986e-05
348,1,4.2578557438473986e-05
359,1,4.2578557438473986e-05
725,1,4.2578557438473986e-05
83,1,4.2578557438473986e-05
785,1,4.2578557438473986e-05
337,1,4.2578557438473986e-05
102,1,4.2578557438473986e-05
57,1,4.2578557438473986e-05
414,1,4.2578557438473986e-05
1176,1,4.2578557438473986e-05
799,1,4.2578557438473986e-05
72,1,4.2578557438473986e-05
399,1,4.2578557438473986e-05
764,1,4.2578557438473986e-05
219,1,4.2578557438473986e-05
545,1,4.2578557438473986e-05
261,1,4.2578557438473986e-05
589,1,4.2578557438473986e-05
560,1,4.2578557438473986e-05
86,1,4.2578557438473986e-05
264,1,4.2578557438473986e-05
284,1,4.2578557438473986e-05
771,1,4.2578557438473986e-05
87,1,4.2578557438473986e-05
477,1,4.2578557438473986e-05
704,1,4.2578557438473986e-05
209,1,4.2578557438473986e-05
22,1,4.2578557438473986e-05
743,1,4.2578557438473986e-05
759,1,4.2578557438473986e-05
143,1,4.2578557438473986e-05
12,1,4.2578557438473986e-05
356,1,4.2578557438473986e-05
791,1,4.2578557438473986e-05
628,1,4.2578557438473986e-05
208,1,4.2578557438473986e-05
575,1,4.2578557438473986e-05
111,1,4.2578557438473986e-05
561,1,4.2578557438473986e-05
701,1,4.2578557438473986e-05
141,1,4.2578557438473986e-05
682,1,4.2578557438473986e-05
457,1,4.2578557438473986e-05
78,1,4.2578557438473986e-05
342,1,4.2578557438473986e-05
79,1,4.2578557438473986e-05
303,1,4.2578557438473986e-05
776,1,4.2578557438473986e-05
668,1,4.2578557438473986e-05
633,1,4.2578557438473986e-05
734,1,4.2578557438473986e-05
711,1,4.2578557438473986e-05
629,1,4.2578557438473986e-05
519,1,4.2578557438473986e-05
91,1,4.2578557438473986e-05
186,1,4.2578557438473986e-05
110,1,4.2578557438473986e-05
488,1,4.2578557438473986e-05
258,1,4.2578557438473986e-05
471,1,4.2578557438473986e-05
