Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Age IQR Outlier,Age Z-score Outlier,Feedback IQR Outlier,Feedback Z-score Outlier,DBSCAN Label,DBSCAN Outlier,Feedback Detection Count,Strong Feedback Outlier
1078,56,3,0,1,False,False,False,False,0,False,0,False
845,38,4,1,10,False,False,True,False,0,False,1,False
822,36,2,0,0,False,False,False,False,0,False,0,False
850,27,5,1,4,False,False,False,False,0,False,0,False
866,47,4,1,0,False,False,False,False,0,False,0,False
1081,59,5,1,1,False,False,False,False,0,False,0,False
845,48,5,1,5,False,False,False,False,0,False,0,False
1082,31,4,1,0,False,False,False,False,0,False,0,False
850,28,2,0,0,False,False,False,False,0,False,0,False
836,47,5,1,1,False,False,False,False,0,False,0,False
1081,62,4,1,2,False,False,False,False,0,False,0,False
1072,68,5,1,1,False,False,False,False,0,False,0,False
863,61,5,1,4,False,False,False,False,0,False,0,False
1133,33,5,1,0,False,False,False,False,0,False,0,False
822,68,5,1,3,False,False,False,False,0,False,0,False
861,37,3,1,0,False,False,False,False,0,False,0,False
866,58,1,0,2,False,False,False,False,0,False,0,False
850,39,4,1,0,False,False,False,False,0,False,0,False
1081,39,4,1,9,False,False,True,False,0,False,1,False
845,38,2,0,4,False,False,False,False,0,False,0,False
836,24,4,1,3,False,False,False,False,0,False,0,False
1078,51,4,1,0,False,False,False,False,0,False,0,False
850,29,5,1,5,False,False,False,False,0,False,0,False
861,23,5,1,0,False,False,False,False,0,False,0,False
1081,31,5,1,0,False,False,False,False,0,False,0,False
850,23,4,1,3,False,False,False,False,0,False,0,False
863,83,5,1,14,True,True,True,False,0,False,1,False
845,44,1,0,0,False,False,False,False,0,False,0,False
861,44,1,0,0,False,False,False,False,0,False,0,False
1133,50,5,1,0,False,False,False,False,0,False,0,False
861,33,3,0,17,False,False,True,False,0,False,1,False
861,39,4,1,0,False,False,False,False,0,False,0,False
863,40,4,1,5,False,False,False,False,0,False,0,False
822,69,5,1,2,False,False,False,False,0,False,0,False
822,23,2,0,9,False,False,True,False,0,False,1,False
863,51,2,0,0,False,False,False,False,0,False,0,False
836,66,5,1,0,False,False,False,False,0,False,0,False
836,47,4,1,11,False,False,True,False,0,False,1,False
836,66,4,1,0,False,False,False,False,0,False,0,False
836,23,5,1,3,False,False,False,False,0,False,0,False
1081,47,5,1,0,False,False,False,False,0,False,0,False
861,44,1,0,11,False,False,True,False,0,False,1,False
1081,44,3,1,4,False,False,False,False,0,False,0,False
836,50,5,1,24,False,False,True,True,0,False,2,True
1081,61,5,1,3,False,False,False,False,0,False,0,False
1082,32,2,0,0,False,False,False,False,0,False,0,False
863,52,4,1,0,False,False,False,False,0,False,0,False
1072,51,4,1,1,False,False,False,False,0,False,0,False
1078,32,5,1,2,False,False,False,False,0,False,0,False
850,37,2,0,0,False,False,False,False,0,False,0,False
836,54,5,1,4,False,False,False,False,0,False,0,False
861,33,5,1,0,False,False,False,False,0,False,0,False
966,63,5,1,0,False,False,False,False,0,False,0,False
1196,29,5,1,0,False,False,False,False,0,False,0,False
836,24,5,1,0,False,False,False,False,0,False,0,False
923,50,3,0,2,False,False,False,False,0,False,0,False
1072,34,3,1,1,False,False,False,False,0,False,0,False
1133,71,4,1,0,False,False,False,False,0,False,0,False
1133,30,5,1,0,False,False,False,False,0,False,0,False
966,52,4,1,0,False,False,False,False,0,False,0,False
863,28,5,1,0,False,False,False,False,0,False,0,False
845,62,4,1,3,False,False,False,False,0,False,0,False
1081,39,3,1,0,False,False,False,False,0,False,0,False
861,46,4,1,1,False,False,False,False,0,False,0,False
966,36,5,1,0,False,False,False,False,0,False,0,False
845,65,5,1,12,False,False,True,False,0,False,1,False
861,35,4,1,0,False,False,False,False,0,False,0,False
966,31,4,1,0,False,False,False,False,0,False,0,False
836,52,4,1,0,False,False,False,False,0,False,0,False
126,34,4,1,1,False,False,False,False,0,False,0,False
1008,31,5,1,1,False,False,False,False,0,False,0,False
829,36,5,1,0,False,False,False,False,0,False,0,False
828,39,4,1,2,False,False,False,False,0,False,0,False
1126,35,5,1,0,False,False,False,False,0,False,0,False
1008,51,5,1,0,False,False,False,False,0,False,0,False
829,39,3,0,9,False,False,True,False,0,False,1,False
828,39,3,1,2,False,False,False,False,0,False,0,False
1008,39,5,1,0,False,False,False,False,0,False,0,False
1011,47,5,1,1,False,False,False,False,0,False,0,False
1008,64,5,1,0,False,False,False,False,0,False,0,False
1008,38,5,1,2,False,False,False,False,0,False,0,False
1008,36,5,1,1,False,False,False,False,0,False,0,False
1008,39,4,1,0,False,False,False,False,0,False,0,False
829,53,3,0,0,False,False,False,False,0,False,0,False
829,36,3,1,1,False,False,False,False,0,False,0,False
829,44,3,1,0,False,False,False,False,0,False,0,False
829,48,5,1,0,False,False,False,False,0,False,0,False
1008,37,5,1,1,False,False,False,False,0,False,0,False
523,43,3,0,2,False,False,False,False,0,False,0,False
829,53,4,1,7,False,False,False,False,0,False,0,False
829,33,4,1,0,False,False,False,False,0,False,0,False
1126,39,4,1,0,False,False,False,False,0,False,0,False
829,52,1,0,8,False,False,True,False,0,False,1,False
829,64,4,1,2,False,False,False,False,0,False,0,False
1008,52,5,1,7,False,False,False,False,0,False,0,False
1126,42,4,1,0,False,False,False,False,0,False,0,False
829,35,3,0,0,False,False,False,False,0,False,0,False
1020,56,5,1,6,False,False,False,False,0,False,0,False
895,55,5,1,0,False,False,False,False,0,False,0,False
862,40,5,1,0,False,False,False,False,0,False,0,False
1104,47,5,1,3,False,False,False,False,0,False,0,False
670,36,5,1,0,False,False,False,False,0,False,0,False
329,46,5,1,0,False,False,False,False,0,False,0,False
670,66,4,1,0,False,False,False,False,0,False,0,False
868,51,4,1,0,False,False,False,False,0,False,0,False
1020,34,5,1,5,False,False,False,False,0,False,0,False
862,30,4,1,4,False,False,False,False,0,False,0,False
895,43,5,1,9,False,False,True,False,0,False,1,False
895,52,5,1,0,False,False,False,False,0,False,0,False
1094,35,2,0,0,False,False,False,False,0,False,0,False
895,41,5,1,3,False,False,False,False,0,False,0,False
895,39,5,1,1,False,False,False,False,0,False,0,False
1020,39,4,1,1,False,False,False,False,0,False,0,False
895,50,5,1,5,False,False,False,False,0,False,0,False
1020,27,4,1,1,False,False,False,False,0,False,0,False
895,33,2,0,8,False,False,True,False,0,False,1,False
895,35,2,0,0,False,False,False,False,0,False,0,False
1020,34,4,1,0,False,False,False,False,0,False,0,False
596,41,5,1,2,False,False,False,False,0,False,0,False
1094,54,4,1,0,False,False,False,False,0,False,0,False
1020,41,4,1,4,False,False,False,False,0,False,0,False
895,47,4,1,0,False,False,False,False,0,False,0,False
895,52,2,0,3,False,False,False,False,0,False,0,False
895,46,5,1,0,False,False,False,False,0,False,0,False
1020,22,5,1,1,False,False,False,False,0,False,0,False
1098,40,3,1,0,False,False,False,False,0,False,0,False
895,62,5,1,9,False,False,True,False,0,False,1,False
862,26,5,1,2,False,False,False,False,0,False,0,False
1020,38,5,1,3,False,False,False,False,0,False,0,False
895,53,5,1,0,False,False,False,False,0,False,0,False
1020,49,3,0,0,False,False,False,False,0,False,0,False
895,43,3,0,0,False,False,False,False,0,False,0,False
895,36,5,1,0,False,False,False,False,0,False,0,False
895,36,3,0,0,False,False,False,False,0,False,0,False
895,63,5,1,1,False,False,False,False,0,False,0,False
828,56,4,0,4,False,False,False,False,0,False,0,False
1020,48,3,0,9,False,False,True,False,0,False,1,False
862,43,5,1,1,False,False,False,False,0,False,0,False
1020,44,4,1,1,False,False,False,False,0,False,0,False
895,40,5,1,0,False,False,False,False,0,False,0,False
862,44,1,0,1,False,False,False,False,0,False,0,False
895,54,5,1,0,False,False,False,False,0,False,0,False
1020,72,4,1,5,False,False,False,False,0,False,0,False
1075,52,4,1,3,False,False,False,False,0,False,0,False
1104,47,5,1,0,False,False,False,False,0,False,0,False
1020,67,1,0,17,False,False,True,False,0,False,1,False
1094,39,5,1,0,False,False,False,False,0,False,0,False
305,46,2,0,0,False,False,False,False,0,False,0,False
828,64,5,1,3,False,False,False,False,0,False,0,False
1094,30,5,1,0,False,False,False,False,0,False,0,False
828,38,5,1,1,False,False,False,False,0,False,0,False
895,36,4,1,5,False,False,False,False,0,False,0,False
1020,52,5,1,1,False,False,False,False,0,False,0,False
895,61,5,1,0,False,False,False,False,0,False,0,False
647,29,5,1,1,False,False,False,False,0,False,0,False
1025,38,4,1,10,False,False,True,False,0,False,1,False
1025,35,5,1,14,False,False,True,False,0,False,1,False
815,55,5,1,1,False,False,False,False,0,False,0,False
1066,57,4,1,3,False,False,False,False,0,False,0,False
840,55,4,1,5,False,False,False,False,0,False,0,False
1026,39,4,1,0,False,False,False,False,0,False,0,False
840,39,5,1,13,False,False,True,False,0,False,1,False
1066,46,5,1,8,False,False,True,False,0,False,1,False
840,37,2,0,1,False,False,False,False,0,False,0,False
1030,29,5,1,1,False,False,False,False,0,False,0,False
840,83,5,1,0,True,True,False,False,0,False,0,False
1066,29,5,1,1,False,False,False,False,0,False,0,False
647,49,5,1,0,False,False,False,False,0,False,0,False
1066,42,2,0,0,False,False,False,False,0,False,0,False
872,63,5,1,0,False,False,False,False,0,False,0,False
840,56,3,0,20,False,False,True,True,0,False,2,True
1066,55,4,1,0,False,False,False,False,0,False,0,False
647,32,1,0,3,False,False,False,False,0,False,0,False
1066,26,5,1,0,False,False,False,False,0,False,0,False
840,60,4,1,0,False,False,False,False,0,False,0,False
1066,48,3,1,0,False,False,False,False,0,False,0,False
872,38,5,1,0,False,False,False,False,0,False,0,False
1066,49,3,1,1,False,False,False,False,0,False,0,False
1115,41,4,1,1,False,False,False,False,0,False,0,False
1030,28,5,1,0,False,False,False,False,0,False,0,False
1018,28,4,1,0,False,False,False,False,0,False,0,False
1026,48,5,1,1,False,False,False,False,0,False,0,False
840,32,5,1,0,False,False,False,False,0,False,0,False
1066,29,5,1,1,False,False,False,False,0,False,0,False
647,32,5,1,6,False,False,False,False,0,False,0,False
840,28,5,1,0,False,False,False,False,0,False,0,False
840,51,4,1,1,False,False,False,False,0,False,0,False
840,44,5,1,1,False,False,False,False,0,False,0,False
1018,43,4,1,0,False,False,False,False,0,False,0,False
840,48,3,0,1,False,False,False,False,0,False,0,False
824,37,5,1,1,False,False,False,False,0,False,0,False
1115,31,5,1,2,False,False,False,False,0,False,0,False
840,50,5,1,0,False,False,False,False,0,False,0,False
878,47,3,0,1,False,False,False,False,0,False,0,False
984,56,5,1,2,False,False,False,False,0,False,0,False
1104,25,5,1,6,False,False,False,False,0,False,0,False
878,63,4,1,0,False,False,False,False,0,False,0,False
1104,54,5,1,0,False,False,False,False,0,False,0,False
984,28,4,1,0,False,False,False,False,0,False,0,False
866,26,4,1,0,False,False,False,False,0,False,0,False
1104,29,5,1,0,False,False,False,False,0,False,0,False
868,61,3,1,0,False,False,False,False,0,False,0,False
984,45,5,1,1,False,False,False,False,0,False,0,False
984,39,5,1,7,False,False,False,False,0,False,0,False
1104,36,5,1,0,False,False,False,False,0,False,0,False
878,41,5,1,11,False,False,True,False,0,False,1,False
1182,37,5,1,0,False,False,False,False,0,False,0,False
868,55,5,1,0,False,False,False,False,0,False,0,False
868,83,5,1,1,True,True,False,False,0,False,0,False
868,35,3,1,2,False,False,False,False,0,False,0,False
565,38,5,1,3,False,False,False,False,0,False,0,False
984,35,5,1,0,False,False,False,False,0,False,0,False
1104,45,5,1,7,False,False,False,False,0,False,0,False
868,65,5,1,4,False,False,False,False,0,False,0,False
878,41,5,1,1,False,False,False,False,0,False,0,False
868,69,4,1,0,False,False,False,False,0,False,0,False
1104,36,5,1,0,False,False,False,False,0,False,0,False
868,42,2,0,1,False,False,False,False,0,False,0,False
984,69,5,1,0,False,False,False,False,0,False,0,False
878,46,2,0,0,False,False,False,False,0,False,0,False
984,55,5,1,0,False,False,False,False,0,False,0,False
984,36,5,1,2,False,False,False,False,0,False,0,False
984,71,5,1,0,False,False,False,False,0,False,0,False
1024,65,5,1,0,False,False,False,False,0,False,0,False
984,68,3,1,16,False,False,True,False,0,False,1,False
984,43,5,1,3,False,False,False,False,0,False,0,False
1104,30,5,1,7,False,False,False,False,0,False,0,False
1024,40,5,1,0,False,False,False,False,0,False,0,False
984,47,5,1,0,False,False,False,False,0,False,0,False
1104,39,5,1,0,False,False,False,False,0,False,0,False
984,34,5,1,0,False,False,False,False,0,False,0,False
1104,38,4,1,1,False,False,False,False,0,False,0,False
984,38,5,1,0,False,False,False,False,0,False,0,False
895,36,5,1,0,False,False,False,False,0,False,0,False
1104,41,5,1,0,False,False,False,False,0,False,0,False
1131,36,3,1,2,False,False,False,False,0,False,0,False
984,47,5,1,0,False,False,False,False,0,False,0,False
1104,63,5,1,0,False,False,False,False,0,False,0,False
831,35,5,1,0,False,False,False,False,0,False,0,False
984,35,4,1,2,False,False,False,False,0,False,0,False
1104,56,5,1,0,False,False,False,False,0,False,0,False
836,41,5,1,0,False,False,False,False,0,False,0,False
1089,37,3,0,6,False,False,False,False,0,False,0,False
844,34,3,0,0,False,False,False,False,0,False,0,False
836,32,4,1,4,False,False,False,False,0,False,0,False
836,60,3,0,3,False,False,False,False,0,False,0,False
836,21,5,1,8,False,False,True,False,0,False,1,False
836,59,5,1,0,False,False,False,False,0,False,0,False
844,53,5,1,4,False,False,False,False,0,False,0,False
936,27,5,1,2,False,False,False,False,0,False,0,False
895,62,5,1,7,False,False,False,False,0,False,0,False
836,41,5,1,23,False,False,True,True,0,False,2,True
831,50,5,1,3,False,False,False,False,0,False,0,False
844,54,5,1,13,False,False,True,False,0,False,1,False
895,47,5,1,0,False,False,False,False,0,False,0,False
1066,41,5,1,0,False,False,False,False,0,False,0,False
844,43,2,0,0,False,False,False,False,0,False,0,False
836,43,5,1,1,False,False,False,False,0,False,0,False
836,23,4,1,0,False,False,False,False,0,False,0,False
907,25,5,1,0,False,False,False,False,0,False,0,False
836,51,5,1,0,False,False,False,False,0,False,0,False
844,41,3,0,0,False,False,False,False,0,False,0,False
1103,49,4,1,2,False,False,False,False,0,False,0,False
866,46,5,1,5,False,False,False,False,0,False,0,False
907,29,5,1,6,False,False,False,False,0,False,0,False
844,53,1,0,17,False,False,True,False,0,False,1,False
895,66,5,1,6,False,False,False,False,0,False,0,False
895,32,5,1,2,False,False,False,False,0,False,0,False
1080,74,5,1,9,False,False,True,False,0,False,1,False
831,63,5,1,0,False,False,False,False,0,False,0,False
844,41,5,1,0,False,False,False,False,0,False,0,False
844,40,4,1,0,False,False,False,False,0,False,0,False
831,40,5,1,0,False,False,False,False,0,False,0,False
836,32,5,1,0,False,False,False,False,0,False,0,False
907,49,5,1,3,False,False,False,False,0,False,0,False
844,44,3,0,2,False,False,False,False,0,False,0,False
895,24,5,1,0,False,False,False,False,0,False,0,False
895,70,5,1,1,False,False,False,False,0,False,0,False
907,30,5,1,1,False,False,False,False,0,False,0,False
844,47,5,1,0,False,False,False,False,0,False,0,False
836,27,3,0,15,False,False,True,False,0,False,1,False
844,36,2,0,0,False,False,False,False,0,False,0,False
844,69,4,1,7,False,False,False,False,0,False,0,False
844,52,5,1,1,False,False,False,False,0,False,0,False
936,32,2,0,0,False,False,False,False,0,False,0,False
907,37,5,1,4,False,False,False,False,0,False,0,False
936,32,5,1,0,False,False,False,False,0,False,0,False
831,42,1,0,6,False,False,False,False,0,False,0,False
907,51,5,1,2,False,False,False,False,0,False,0,False
862,34,3,0,0,False,False,False,False,0,False,0,False
836,37,3,1,3,False,False,False,False,0,False,0,False
936,50,4,1,17,False,False,True,False,0,False,1,False
895,36,5,1,0,False,False,False,False,0,False,0,False
836,65,3,0,0,False,False,False,False,0,False,0,False
580,60,5,1,1,False,False,False,False,0,False,0,False
895,46,5,1,0,False,False,False,False,0,False,0,False
862,38,4,1,0,False,False,False,False,0,False,0,False
862,37,5,1,1,False,False,False,False,0,False,0,False
844,46,5,1,4,False,False,False,False,0,False,0,False
836,29,2,0,0,False,False,False,False,0,False,0,False
895,39,5,1,0,False,False,False,False,0,False,0,False
836,25,5,1,0,False,False,False,False,0,False,0,False
895,64,5,1,4,False,False,False,False,0,False,0,False
895,57,5,1,1,False,False,False,False,0,False,0,False
895,44,5,1,2,False,False,False,False,0,False,0,False
836,44,5,1,6,False,False,False,False,0,False,0,False
859,26,4,1,0,False,False,False,False,0,False,0,False
862,37,3,0,0,False,False,False,False,0,False,0,False
1049,48,5,1,0,False,False,False,False,0,False,0,False
862,35,5,1,10,False,False,True,False,0,False,1,False
1089,67,5,1,0,False,False,False,False,0,False,0,False
1089,24,4,1,1,False,False,False,False,0,False,0,False
1104,59,3,0,13,False,False,True,False,0,False,1,False
127,47,4,1,0,False,False,False,False,0,False,0,False
1104,42,3,1,0,False,False,False,False,0,False,0,False
936,29,5,1,0,False,False,False,False,0,False,0,False
902,54,4,1,3,False,False,False,False,0,False,0,False
995,41,2,0,11,False,False,True,False,0,False,1,False
936,62,5,1,9,False,False,True,False,0,False,1,False
127,29,4,1,0,False,False,False,False,0,False,0,False
1104,38,1,0,20,False,False,True,True,0,False,2,True
1086,25,4,1,9,False,False,True,False,0,False,1,False
936,33,5,1,1,False,False,False,False,0,False,0,False
746,34,3,1,0,False,False,False,False,0,False,0,False
1081,53,4,1,3,False,False,False,False,0,False,0,False
127,46,3,1,0,False,False,False,False,0,False,0,False
936,33,3,0,1,False,False,False,False,0,False,0,False
127,40,3,0,2,False,False,False,False,0,False,0,False
1035,32,5,1,0,False,False,False,False,0,False,0,False
902,38,4,1,6,False,False,False,False,0,False,0,False
995,62,5,1,11,False,False,True,False,0,False,1,False
1104,35,5,1,0,False,False,False,False,0,False,0,False
1089,34,5,1,0,False,False,False,False,0,False,0,False
1086,26,3,0,9,False,False,True,False,0,False,1,False
902,31,2,1,6,False,False,False,False,0,False,0,False
902,58,5,1,3,False,False,False,False,0,False,0,False
1094,40,5,1,1,False,False,False,False,0,False,0,False
1086,22,3,0,3,False,False,False,False,0,False,0,False
936,55,5,1,1,False,False,False,False,0,False,0,False
1036,66,4,1,0,False,False,False,False,0,False,0,False
936,39,5,1,0,False,False,False,False,0,False,0,False
1094,30,5,1,1,False,False,False,False,0,False,0,False
1094,53,5,1,3,False,False,False,False,0,False,0,False
1086,23,5,1,6,False,False,False,False,0,False,0,False
127,37,5,1,1,False,False,False,False,0,False,0,False
127,51,5,1,0,False,False,False,False,0,False,0,False
1083,37,4,1,2,False,False,False,False,0,False,0,False
872,35,5,1,14,False,False,True,False,0,False,1,False
1083,35,2,0,2,False,False,False,False,0,False,0,False
831,40,5,1,0,False,False,False,False,0,False,0,False
1080,32,3,1,1,False,False,False,False,0,False,0,False
1077,68,5,1,2,False,False,False,False,0,False,0,False
872,65,4,1,0,False,False,False,False,0,False,0,False
964,37,5,1,2,False,False,False,False,0,False,0,False
1089,39,3,1,1,False,False,False,False,0,False,0,False
872,22,4,1,1,False,False,False,False,0,False,0,False
1083,50,5,1,0,False,False,False,False,0,False,0,False
829,33,4,1,0,False,False,False,False,0,False,0,False
964,33,5,1,0,False,False,False,False,0,False,0,False
1089,38,5,1,0,False,False,False,False,0,False,0,False
829,32,5,1,0,False,False,False,False,0,False,0,False
829,51,5,1,0,False,False,False,False,0,False,0,False
967,56,5,1,1,False,False,False,False,0,False,0,False
829,38,4,1,2,False,False,False,False,0,False,0,False
829,35,4,1,0,False,False,False,False,0,False,0,False
872,48,4,1,19,False,False,True,False,0,False,1,False
872,31,4,1,0,False,False,False,False,0,False,0,False
149,38,4,1,1,False,False,False,False,0,False,0,False
964,58,5,1,4,False,False,False,False,0,False,0,False
1030,63,5,1,1,False,False,False,False,0,False,0,False
964,40,5,1,5,False,False,False,False,0,False,0,False
1083,41,4,0,0,False,False,False,False,0,False,0,False
872,60,4,1,1,False,False,False,False,0,False,0,False
872,60,5,1,1,False,False,False,False,0,False,0,False
829,48,4,1,6,False,False,False,False,0,False,0,False
872,70,4,1,0,False,False,False,False,0,False,0,False
964,27,5,1,0,False,False,False,False,0,False,0,False
1089,32,3,1,0,False,False,False,False,0,False,0,False
872,26,3,0,3,False,False,False,False,0,False,0,False
872,51,5,1,1,False,False,False,False,0,False,0,False
872,48,5,1,0,False,False,False,False,0,False,0,False
1077,30,2,0,0,False,False,False,False,0,False,0,False
967,56,4,1,1,False,False,False,False,0,False,0,False
872,27,5,1,2,False,False,False,False,0,False,0,False
964,44,5,1,1,False,False,False,False,0,False,0,False
872,39,5,1,2,False,False,False,False,0,False,0,False
234,33,5,1,0,False,False,False,False,0,False,0,False
149,33,4,1,0,False,False,False,False,0,False,0,False
829,60,4,1,0,False,False,False,False,0,False,0,False
829,44,4,1,0,False,False,False,False,0,False,0,False
872,71,5,1,0,False,False,False,False,0,False,0,False
872,44,5,1,6,False,False,False,False,0,False,0,False
850,52,5,1,5,False,False,False,False,0,False,0,False
850,23,3,0,1,False,False,False,False,0,False,0,False
724,69,4,1,1,False,False,False,False,0,False,0,False
833,48,5,1,0,False,False,False,False,0,False,0,False
862,35,5,1,6,False,False,False,False,0,False,0,False
850,59,5,1,4,False,False,False,False,0,False,0,False
1078,61,5,1,1,False,False,False,False,0,False,0,False
850,45,5,1,0,False,False,False,False,0,False,0,False
1104,25,5,1,1,False,False,False,False,0,False,0,False
1078,33,3,0,0,False,False,False,False,0,False,0,False
984,40,4,1,0,False,False,False,False,0,False,0,False
850,68,5,1,3,False,False,False,False,0,False,0,False
204,30,5,1,0,False,False,False,False,0,False,0,False
1078,20,5,1,1,False,False,False,False,0,False,0,False
862,42,2,0,2,False,False,False,False,0,False,0,False
1078,52,5,1,1,False,False,False,False,0,False,0,False
984,42,5,1,2,False,False,False,False,0,False,0,False
1008,24,4,1,0,False,False,False,False,0,False,0,False
841,43,4,1,0,False,False,False,False,0,False,0,False
1104,51,3,0,0,False,False,False,False,0,False,0,False
850,39,5,1,1,False,False,False,False,0,False,0,False
1081,39,5,1,0,False,False,False,False,0,False,0,False
833,39,4,1,1,False,False,False,False,0,False,0,False
850,57,4,1,0,False,False,False,False,0,False,0,False
862,35,4,1,0,False,False,False,False,0,False,0,False
1078,46,5,1,1,False,False,False,False,0,False,0,False
850,51,5,1,4,False,False,False,False,0,False,0,False
850,39,5,1,0,False,False,False,False,0,False,0,False
831,55,5,1,0,False,False,False,False,0,False,0,False
833,42,5,1,0,False,False,False,False,0,False,0,False
984,40,4,1,0,False,False,False,False,0,False,0,False
1078,31,4,1,4,False,False,False,False,0,False,0,False
1081,59,5,1,10,False,False,True,False,0,False,1,False
833,53,4,1,0,False,False,False,False,0,False,0,False
850,41,5,1,1,False,False,False,False,0,False,0,False
1078,49,5,1,2,False,False,False,False,0,False,0,False
850,33,3,0,0,False,False,False,False,0,False,0,False
1078,36,2,0,1,False,False,False,False,0,False,0,False
850,29,3,1,15,False,False,True,False,0,False,1,False
850,49,4,1,2,False,False,False,False,0,False,0,False
1078,39,5,1,0,False,False,False,False,0,False,0,False
948,40,2,1,0,False,False,False,False,0,False,0,False
850,57,5,1,0,False,False,False,False,0,False,0,False
833,56,4,1,0,False,False,False,False,0,False,0,False
1078,51,3,1,11,False,False,True,False,0,False,1,False
850,58,5,1,7,False,False,False,False,0,False,0,False
1078,67,4,1,0,False,False,False,False,0,False,0,False
1078,36,5,1,8,False,False,True,False,0,False,1,False
850,27,5,1,4,False,False,False,False,0,False,0,False
948,60,2,0,2,False,False,False,False,0,False,0,False
1078,49,5,1,3,False,False,False,False,0,False,0,False
850,49,3,1,7,False,False,False,False,0,False,0,False
1081,35,5,1,3,False,False,False,False,0,False,0,False
833,60,5,1,3,False,False,False,False,0,False,0,False
1081,53,5,1,1,False,False,False,False,0,False,0,False
850,38,4,1,29,False,False,True,True,0,False,2,True
850,48,2,0,0,False,False,False,False,0,False,0,False
850,37,5,1,0,False,False,False,False,0,False,0,False
984,42,5,1,0,False,False,False,False,0,False,0,False
850,50,4,1,0,False,False,False,False,0,False,0,False
1104,41,5,1,4,False,False,False,False,0,False,0,False
