Customer_ID,Average_Session_Duration,Average_Pages_Viewed,Purchase_Frequency,Total_Spending,Average_Engagement_Score,Cluster,Engagement_Level,Highly_Engaged
CUST_00109,23.0,7.0,1,226.86,51.18149999999999,0,High Engagement,0
CUST_00110,8.0,12.0,1,709.95,56.852000000000004,0,High Engagement,0
CUST_00111,12.0,12.0,1,245.23,59.17249999999999,0,High Engagement,0
CUST_00112,11.0,9.0,1,54.71,39.351499999999994,1,Low Engagement,0
CUST_00113,9.0,11.0,1,68.43,44.855500000000006,1,Low Engagement,0
CUST_00114,7.0,8.0,1,723.28,38.513,1,Low Engagement,0
CUST_00115,19.0,15.0,1,3144.07,83.72149999999999,0,High Engagement,1
CUST_00116,8.0,6.0,1,33.8,19.1545,1,Low Engagement,0
CUST_00117,7.0,5.0,1,89.46,17.504,1,Low Engagement,0
CUST_00118,13.0,12.0,1,1044.2,67.9395,0,High Engagement,1
CUST_00119,9.0,9.0,1,89.98,37.2315,1,Low Engagement,0
CUST_00120,12.0,9.0,1,7.89,39.2565,1,Low Engagement,0
CUST_00121,13.0,6.0,1,2196.95,45.426,1,Low Engagement,0
CUST_00122,27.0,8.0,1,323.85,60.057500000000005,0,High Engagement,0
CUST_00123,11.0,9.0,1,11.02,37.40749999999999,1,Low Engagement,0
CUST_00124,28.0,11.0,1,252.12,72.763,0,High Engagement,1
CUST_00125,20.0,7.0,1,1501.05,57.466499999999996,0,High Engagement,0
CUST_00126,24.0,12.0,1,185.75,72.25099999999999,0,High Engagement,1
CUST_00127,1.0,8.0,1,1003.04,33.654,1,Low Engagement,0
CUST_00128,13.0,6.0,1,466.1,39.217999999999996,1,Low Engagement,0
CUST_00129,11.0,14.0,1,77.16,55.35099999999999,0,High Engagement,0
CUST_00130,10.0,9.0,1,464.11,47.061499999999995,1,Low Engagement,0
CUST_00131,17.0,8.0,1,234.44,50.205,1,Low Engagement,0
CUST_00132,14.0,13.0,1,383.14,66.953,0,High Engagement,1
CUST_00133,33.0,15.0,1,136.26,78.213,0,High Engagement,1
CUST_00134,24.0,7.0,1,1321.2,60.2435,0,High Engagement,0
CUST_00135,11.0,11.0,1,1609.69,62.8915,0,High Engagement,1
CUST_00136,9.0,5.0,1,176.88,24.368000000000002,1,Low Engagement,0
CUST_00137,6.0,9.0,1,1325.6,44.44899999999999,1,Low Engagement,0
CUST_00138,23.0,6.0,1,62.99,41.9515,1,Low Engagement,0
CUST_00139,21.0,7.0,1,270.21,50.43299999999999,1,Low Engagement,0
CUST_00140,29.0,10.0,1,1028.88,75.927,0,High Engagement,1
CUST_00141,13.0,5.0,1,991.71,40.176,1,Low Engagement,0
CUST_00142,24.0,4.0,1,64.15,38.723,1,Low Engagement,0
CUST_00143,20.0,7.0,1,1442.24,57.3225,0,High Engagement,0
CUST_00144,13.0,5.0,1,472.79,36.756,1,Low Engagement,0
CUST_00145,15.0,9.0,1,275.43,53.162,0,High Engagement,0
CUST_00146,5.0,11.0,1,3937.68,54.45949999999999,0,High Engagement,0
CUST_00147,38.0,9.0,1,85.24,61.243999999999986,0,High Engagement,1
CUST_00148,14.0,13.0,1,7374.24,75.97699999999999,2,Medium Engagement,0
CUST_00149,1.0,13.0,1,346.94,47.3245,1,Low Engagement,0
CUST_00150,10.0,8.0,1,135.98,35.973,1,Low Engagement,0
CUST_00151,5.0,10.0,1,102.45,35.624,1,Low Engagement,0
CUST_00152,32.0,12.0,1,100.89,72.43499999999999,0,High Engagement,1
CUST_00153,11.0,15.0,1,879.66,67.607,0,High Engagement,1
CUST_00154,6.0,7.0,1,159.53,24.7855,1,Low Engagement,0
CUST_00155,14.0,6.0,1,257.99,37.849500000000006,1,Low Engagement,0
CUST_00156,17.0,6.0,1,114.28,38.348,1,Low Engagement,0
CUST_00157,24.0,16.0,1,2005.25,87.4195,0,High Engagement,1
CUST_00158,3.0,8.0,1,1406.4,36.036500000000004,1,Low Engagement,0
CUST_00159,8.0,6.0,1,42.43,19.5785,1,Low Engagement,0
CUST_00160,14.0,6.0,1,30.78,29.977500000000003,1,Low Engagement,0
CUST_00161,16.0,8.0,1,4731.0,59.9635,2,Medium Engagement,0
CUST_00162,18.0,9.0,1,339.57,58.389,0,High Engagement,0
CUST_00163,10.0,7.0,1,2099.56,43.506,1,Low Engagement,0
CUST_00164,8.0,6.0,1,221.81,26.0785,1,Low Engagement,0
CUST_00165,4.0,8.0,1,112.18,25.1195,1,Low Engagement,0
CUST_00166,16.0,12.0,1,85.71,60.81999999999999,0,High Engagement,0
CUST_00167,6.0,7.0,1,1409.61,35.0055,1,Low Engagement,0
CUST_00168,11.0,10.0,1,709.65,55.657999999999994,0,High Engagement,0
CUST_00169,6.0,11.0,1,28.21,37.452999999999996,1,Low Engagement,0
CUST_00170,12.0,5.0,1,58.14,25.429000000000002,1,Low Engagement,0
CUST_00171,13.0,10.0,1,99.2,49.657999999999994,1,Low Engagement,0
CUST_00172,17.0,8.0,1,4428.32,61.221000000000004,2,Medium Engagement,0
CUST_00173,5.0,8.0,1,4690.59,41.047,1,Low Engagement,0
CUST_00174,19.0,11.0,1,617.46,71.11,0,High Engagement,1
CUST_00175,19.0,14.0,1,176.32,71.1255,0,High Engagement,1
CUST_00176,7.0,7.0,1,22.1,20.454,1,Low Engagement,0
CUST_00177,6.0,12.0,1,226.5,47.729,1,Low Engagement,0
CUST_00178,9.0,9.0,1,318.46,43.30349999999999,1,Low Engagement,0
CUST_00179,28.0,13.0,1,2848.29,87.651,0,High Engagement,1
CUST_00180,4.0,7.0,1,705.72,29.496499999999997,1,Low Engagement,0
CUST_00181,18.0,11.0,1,239.92,65.23299999999999,0,High Engagement,1
CUST_00182,15.0,12.0,1,136.19,61.25999999999999,0,High Engagement,1
CUST_00183,30.0,10.0,1,2662.85,79.206,0,High Engagement,1
CUST_00184,20.0,6.0,1,69.8,39.808499999999995,1,Low Engagement,0
CUST_00185,1.0,13.0,1,6229.91,56.708499999999994,2,Medium Engagement,0
CUST_00186,23.0,12.0,1,16000.85,84.513,2,Medium Engagement,0
CUST_00187,9.0,9.0,1,253.96,42.107499999999995,1,Low Engagement,0
CUST_00188,10.0,14.0,1,6776.73,70.089,2,Medium Engagement,0
CUST_00189,6.0,8.0,1,6057.69,42.70850000000001,2,Medium Engagement,0
CUST_00190,20.0,11.0,1,177.71,65.818,0,High Engagement,1
CUST_00191,4.0,10.0,1,675.6,43.6545,1,Low Engagement,0
CUST_00192,12.0,7.0,1,176.38,36.248999999999995,1,Low Engagement,0
CUST_00193,31.0,8.0,1,2450.69,69.572,0,High Engagement,1
CUST_00194,21.0,7.0,1,253.8,50.125,1,Low Engagement,0
CUST_00195,16.0,9.0,1,1684.8,62.815999999999995,0,High Engagement,1
CUST_00196,9.0,15.0,1,371.88,59.770999999999994,0,High Engagement,0
CUST_00197,22.0,14.0,1,274.32,75.99699999999999,0,High Engagement,1
CUST_00198,8.0,14.0,1,81.91,49.8515,0,High Engagement,0
CUST_00199,18.0,9.0,1,599.47,61.165000000000006,0,High Engagement,0
CUST_00200,24.0,6.0,1,192.16,47.4255,1,Low Engagement,0
CUST_00201,8.0,9.0,1,1364.56,47.996,1,Low Engagement,0
CUST_00202,14.0,9.0,1,370.0,53.091,0,High Engagement,0
CUST_00203,13.0,16.0,1,149.18,63.047999999999995,0,High Engagement,1
CUST_00204,19.0,5.0,1,345.35,43.6785,1,Low Engagement,0
CUST_00205,7.0,9.0,1,318.36,39.5335,1,Low Engagement,0
CUST_00206,15.0,10.0,1,167.61,55.37649999999999,0,High Engagement,0
CUST_00207,11.0,7.0,1,397.89,38.50599999999999,1,Low Engagement,0
CUST_00208,25.0,11.0,1,107.86,67.29899999999999,0,High Engagement,1
CUST_00209,17.0,10.0,1,1741.53,68.956,0,High Engagement,1
CUST_00210,18.0,10.0,1,279.46,62.079499999999996,0,High Engagement,1
CUST_00211,16.0,5.0,1,629.32,42.8805,1,Low Engagement,0
CUST_00212,9.0,5.0,1,496.7,29.576,1,Low Engagement,0
CUST_00213,7.0,12.0,1,208.7,48.9175,0,High Engagement,0
CUST_00214,19.0,10.0,1,272.56,63.07649999999999,0,High Engagement,1
CUST_00215,3.0,8.0,1,2003.75,37.116499999999995,1,Low Engagement,0
CUST_00216,8.0,8.0,1,58.2,28.779500000000002,1,Low Engagement,0
CUST_00217,13.0,11.0,1,419.19,60.731500000000004,0,High Engagement,0
CUST_00218,17.0,17.0,1,875.66,78.094,0,High Engagement,1
CUST_00219,5.0,10.0,1,30.85,32.273999999999994,1,Low Engagement,0
CUST_00220,12.0,11.0,1,518.07,59.9845,0,High Engagement,0
CUST_00221,14.0,11.0,1,1907.76,68.687,0,High Engagement,1
CUST_00222,12.0,17.0,1,193.51,62.800999999999995,0,High Engagement,1
CUST_00223,14.0,9.0,1,122.46,47.642999999999994,1,Low Engagement,0
CUST_00224,9.0,4.0,1,4286.8,35.2335,1,Low Engagement,0
CUST_00225,22.0,4.0,1,1132.02,50.3035,1,Low Engagement,0
CUST_00226,16.0,8.0,1,592.09,53.4795,1,Low Engagement,0
CUST_00227,12.0,12.0,1,78.19,53.9525,0,High Engagement,0
CUST_00228,3.0,16.0,1,2424.75,58.713499999999996,0,High Engagement,0
CUST_00229,15.0,10.0,1,109.85,53.3165,0,High Engagement,0
CUST_00230,5.0,9.0,1,3948.76,45.8435,1,Low Engagement,0
CUST_00231,3.0,8.0,1,706.83,33.1725,1,Low Engagement,0
CUST_00232,7.0,8.0,1,146.1,30.581000000000003,1,Low Engagement,0
CUST_00233,17.0,8.0,1,347.05,52.25299999999999,1,Low Engagement,0
CUST_00234,17.0,12.0,1,27.62,59.271499999999996,0,High Engagement,0
CUST_00235,1.0,11.0,1,785.55,46.2505,1,Low Engagement,0
CUST_00236,16.0,6.0,1,26.92,32.926500000000004,1,Low Engagement,0
CUST_00237,4.0,8.0,1,157.19,26.7675,1,Low Engagement,0
CUST_00238,22.0,9.0,1,49.3,53.81349999999999,0,High Engagement,0
CUST_00239,19.0,10.0,1,532.88,66.46849999999999,0,High Engagement,1
CUST_00240,3.0,9.0,1,10295.6,44.416999999999994,2,Medium Engagement,0
CUST_00241,15.0,7.0,1,772.72,48.5425,1,Low Engagement,0
CUST_00242,9.0,13.0,1,458.12,58.6815,0,High Engagement,0
CUST_00243,22.0,8.0,1,99.82,51.089000000000006,0,High Engagement,0
CUST_00244,8.0,9.0,1,21.76,31.967999999999996,1,Low Engagement,0
CUST_00245,27.0,9.0,1,873.32,69.78999999999999,0,High Engagement,1
CUST_00246,20.0,6.0,1,1106.75,52.580499999999994,1,Low Engagement,0
CUST_00247,5.0,7.0,1,225.7,25.075999999999997,1,Low Engagement,0
CUST_00248,29.0,12.0,1,324.57,77.4165,0,High Engagement,1
CUST_00249,15.0,9.0,1,142.5,49.86599999999999,1,Low Engagement,0
CUST_00250,12.0,4.0,1,37.12,22.8545,1,Low Engagement,0
CUST_00251,7.0,8.0,1,555.28,37.241,1,Low Engagement,0
CUST_00252,14.0,9.0,1,1317.65,58.835,0,High Engagement,0
CUST_00253,22.0,8.0,1,192.69,54.23100000000001,0,High Engagement,0
CUST_00254,16.0,6.0,1,966.87,47.3545,1,Low Engagement,0
CUST_00255,17.0,12.0,1,30.53,59.4135,0,High Engagement,0
CUST_00256,13.0,11.0,1,1346.3,65.9435,0,High Engagement,1
CUST_00257,25.0,7.0,1,203.37,52.0875,0,High Engagement,0
CUST_00258,15.0,9.0,1,45.38,45.68599999999999,1,Low Engagement,0
CUST_00259,8.0,9.0,1,219.57,39.410000000000004,1,Low Engagement,0
CUST_00260,9.0,5.0,1,45.4,19.133999999999997,1,Low Engagement,0
CUST_00261,13.0,4.0,1,213.2,31.209500000000002,1,Low Engagement,0
CUST_00262,11.0,7.0,1,394.52,38.48,1,Low Engagement,0
CUST_00263,23.0,3.0,1,965.67,49.7975,1,Low Engagement,0
CUST_00264,17.0,7.0,1,122.17,42.426,1,Low Engagement,0
CUST_00265,13.0,11.0,1,1069.82,65.0795,0,High Engagement,1
CUST_00266,8.0,10.0,1,133.05,41.6985,1,Low Engagement,0
CUST_00267,11.0,9.0,1,72.26,40.211499999999994,1,Low Engagement,0
CUST_00268,10.0,7.0,1,576.91,38.438,1,Low Engagement,0
CUST_00269,20.0,9.0,1,955.44,65.34599999999999,0,High Engagement,1
CUST_00270,2.0,10.0,1,68.48,31.269999999999996,1,Low Engagement,0
CUST_00271,8.0,11.0,1,135.01,45.7,1,Low Engagement,0
CUST_00272,5.0,4.0,1,63.62,11.8415,1,Low Engagement,0
CUST_00273,8.0,11.0,1,79.71,43.44,1,Low Engagement,0
CUST_00274,17.0,8.0,1,431.26,53.28900000000001,0,High Engagement,0
CUST_00275,17.0,6.0,1,221.34,41.544000000000004,1,Low Engagement,0
CUST_00276,16.0,5.0,1,1025.35,45.0405,1,Low Engagement,0
CUST_00277,5.0,10.0,1,228.28,39.51,1,Low Engagement,0
CUST_00278,14.0,5.0,1,363.12,37.0595,1,Low Engagement,0
CUST_00279,26.0,9.0,1,1148.11,70.48249999999999,0,High Engagement,1
CUST_00280,11.0,8.0,1,659.8,45.619,1,Low Engagement,0
CUST_00281,12.0,9.0,1,570.61,51.7845,1,Low Engagement,0
CUST_00282,9.0,7.0,1,1843.57,41.22,1,Low Engagement,0
CUST_00283,13.0,7.0,1,188.47,38.331999999999994,1,Low Engagement,0
CUST_00284,13.0,6.0,1,2300.52,45.542,1,Low Engagement,0
CUST_00285,13.0,10.0,1,3585.16,64.526,0,High Engagement,1
CUST_00286,12.0,11.0,1,233.52,55.9325,0,High Engagement,0
CUST_00287,2.0,12.0,1,160.47,41.7915,1,Low Engagement,0
CUST_00288,35.0,7.0,1,123.17,52.80199999999999,0,High Engagement,0
CUST_00289,27.0,7.0,1,267.36,54.362500000000004,0,High Engagement,0
CUST_00290,18.0,6.0,1,1484.76,51.6355,1,Low Engagement,0
CUST_00291,12.0,7.0,1,349.92,39.729,1,Low Engagement,0
CUST_00292,22.0,12.0,1,140.69,69.3295,0,High Engagement,1
CUST_00293,18.0,8.0,1,584.78,56.036500000000004,0,High Engagement,0
CUST_00294,25.0,7.0,1,261.44,53.34749999999999,0,High Engagement,0
CUST_00295,10.0,10.0,1,81.6,43.467999999999996,1,Low Engagement,0
CUST_00296,10.0,13.0,1,246.94,57.5635,0,High Engagement,0
CUST_00297,33.0,7.0,1,242.73,55.681999999999995,0,High Engagement,0
CUST_00298,23.0,17.0,1,1436.44,85.9215,0,High Engagement,1
CUST_00299,20.0,4.0,1,51.25,34.824,1,Low Engagement,0
CUST_00300,6.0,7.0,1,501.65,30.501500000000004,1,Low Engagement,0
CUST_00301,8.0,10.0,1,1176.7,52.082499999999996,1,Low Engagement,0
CUST_00302,4.0,7.0,1,151.13,21.854499999999998,1,Low Engagement,0
CUST_00303,5.0,6.0,1,228.88,21.466,1,Low Engagement,0
CUST_00304,11.0,8.0,1,6359.05,51.89499999999999,2,Medium Engagement,0
CUST_00305,9.0,9.0,1,1623.31,50.52749999999999,1,Low Engagement,0
CUST_00306,13.0,5.0,1,332.34,35.022,1,Low Engagement,0
CUST_00307,15.0,8.0,1,1406.24,55.6535,0,High Engagement,0
CUST_00308,7.0,7.0,1,76.77,23.177999999999997,1,Low Engagement,0
CUST_00309,16.0,11.0,1,63.0,56.764,0,High Engagement,0
CUST_00310,14.0,9.0,1,234.0,50.714999999999996,1,Low Engagement,0
CUST_00311,8.0,5.0,1,352.48,25.9405,1,Low Engagement,0
CUST_00312,22.0,10.0,1,1351.23,73.14,0,High Engagement,1
CUST_00313,12.0,10.0,1,424.15,55.019,0,High Engagement,0
CUST_00314,5.0,7.0,1,143.4,22.848,1,Low Engagement,0
CUST_00315,5.0,8.0,1,471.06,33.49100000000001,1,Low Engagement,0
CUST_00316,20.0,7.0,1,15454.37,60.7105,2,Medium Engagement,0
CUST_00317,14.0,7.0,1,3802.5,51.859500000000004,1,Low Engagement,0
CUST_00318,12.0,8.0,1,318.6,43.952,1,Low Engagement,0
CUST_00319,12.0,7.0,1,81.44,32.785,1,Low Engagement,0
CUST_00320,7.0,14.0,1,72.16,47.585,0,High Engagement,0
CUST_00321,12.0,16.0,1,1077.56,70.81700000000001,0,High Engagement,1
CUST_00322,7.0,10.0,1,460.4,45.98599999999999,1,Low Engagement,0
CUST_00323,13.0,16.0,1,5528.61,76.584,2,Medium Engagement,0
CUST_00324,14.0,12.0,1,49.39,55.909,0,High Engagement,0
CUST_00325,6.0,8.0,1,314.4,32.8705,1,Low Engagement,0
CUST_00326,8.0,6.0,1,458.52,29.7305,1,Low Engagement,0
CUST_00327,17.0,11.0,1,129.39,61.0055,0,High Engagement,0
CUST_00328,21.0,9.0,1,33.42,52.16449999999999,0,High Engagement,0
CUST_00329,21.0,13.0,1,394.76,75.76249999999999,0,High Engagement,1
CUST_00330,12.0,5.0,1,644.84,36.421,1,Low Engagement,0
CUST_00331,24.0,10.0,1,4554.45,77.54549999999999,0,High Engagement,1
CUST_00332,8.0,12.0,1,126.5,48.408,0,High Engagement,0
CUST_00333,4.0,4.0,1,428.3,19.314,1,Low Engagement,0
CUST_00334,9.0,9.0,1,457.5,45.01549999999999,1,Low Engagement,0
CUST_00335,9.0,9.0,1,1030.8,48.82749999999999,1,Low Engagement,0
CUST_00336,8.0,13.0,1,49.39,46.983999999999995,0,High Engagement,0
CUST_00337,19.0,12.0,1,76.27,64.10600000000001,0,High Engagement,1
CUST_00338,13.0,6.0,1,1025.43,42.878,1,Low Engagement,0
CUST_00339,24.0,7.0,1,1779.8,61.2555,0,High Engagement,1
CUST_00340,9.0,10.0,1,392.76,49.05,1,Low Engagement,0
CUST_00341,11.0,7.0,1,352.49,37.903999999999996,1,Low Engagement,0
CUST_00342,17.0,14.0,1,1926.15,79.497,0,High Engagement,1
CUST_00343,21.0,9.0,1,255.96,59.86849999999999,0,High Engagement,0
CUST_00344,31.0,12.0,1,1111.6,83.7045,0,High Engagement,1
CUST_00345,11.0,6.0,1,2615.8,42.153999999999996,1,Low Engagement,0
CUST_00346,2.0,9.0,1,510.55,35.9755,1,Low Engagement,0
CUST_00347,1.0,4.0,1,248.3,14.524500000000002,1,Low Engagement,0
CUST_00348,39.0,12.0,1,1689.37,86.5515,0,High Engagement,1
CUST_00349,11.0,7.0,1,1265.69,43.688,1,Low Engagement,0
CUST_00350,31.0,13.0,1,1230.85,86.15449999999998,0,High Engagement,1
CUST_00351,14.0,6.0,1,134.15,34.6535,1,Low Engagement,0
CUST_00352,26.0,9.0,1,483.58,66.6265,0,High Engagement,1
CUST_00353,21.0,6.0,1,769.68,51.943,1,Low Engagement,0
CUST_00354,6.0,11.0,1,281.58,45.925,1,Low Engagement,0
CUST_00355,30.0,10.0,1,824.9,75.29400000000001,0,High Engagement,1
CUST_00356,7.0,9.0,1,151.26,35.7695,1,Low Engagement,0
CUST_00357,22.0,14.0,1,398.92,77.913,0,High Engagement,1
CUST_00358,19.0,13.0,1,645.31,76.28,0,High Engagement,1
CUST_00359,24.0,13.0,1,283.77,76.49699999999999,0,High Engagement,1
CUST_00360,13.0,7.0,1,140.24,36.91799999999999,1,Low Engagement,0
CUST_00361,22.0,11.0,1,538.93,73.0775,0,High Engagement,1
CUST_00362,7.0,9.0,1,182.33,36.6615,1,Low Engagement,0
CUST_00363,12.0,10.0,1,109.9,48.351,1,Low Engagement,0
CUST_00364,21.0,6.0,1,40.18,39.12899999999999,1,Low Engagement,0
CUST_00365,25.0,6.0,1,168.42,47.4875,1,Low Engagement,0
